"word"	"headword"	"pos"	"meaning"
"quemadmodum"	"quemadmodum"	"ADV"	"in what way, how"
"quemquam"	"qu"	"PACK"	"(w/-quam) any, anyone (no pl.) (INDEF) anything"
"qui"	"qui, quae, quod"	"PRON"	"who"
"quia"	"quia"	"CONJ"	"because"
"quid"	"quis, quae, quid"	"PRON"	"who/what/which?, what/which one/man/person/thing? what kind/type of?"
"quidam"	"qu"	"PACK"	"(w/-dam) certain"
"quidem"	"quidem"	"ADV"	"indeed (postpositive), certainly, even, at least"
"quidquam"	"qu"	"PACK"	"(w/-quam) any, anyone (no pl.) (INDEF) anything"
"quindecim"	"quindecim, quindecimus -a -um, quindeci -ae -a, quindecie(n)s"	"NUM"	" 15 - (CARD answers 'how many')"
"quinquaginta"	"quinquaginta, quinquagesimus -a -um, quinquageni -ae -a, quinquagie(n)s"	"NUM"	" 50 - (CARD answers 'how many')"
"quinque"	"quinque, quintus -a -um, quini -ae -a, quinquie(n)s"	"NUM"	" 5 - (CARD answers 'how many')"
"quippe"	"quippe"	"ADV"	"of course"
"quis"	"quis, quae, quid"	"PRON"	"who"
"quisnam"	"qu"	"PACK"	"(w/-nam) who then?"
"quisquam"	"qu"	"PACK"	"(w/-quam) any, anyone (no pl.) (INDEF) anything"
"quo"	"qui, quae, quod"	"PRON"	"who"
"quod"	"qui, quae, quod"	"PRON"	"who"
"quodcumque"	"qu"	"PACK"	"(w/-cumque) who/whatever, no matter who/what, in any time/way, however small"
"quomodo"	"quomodo"	"ADV"	"how, in what way"
"quoniam"	"quoniam"	"CONJ"	"because, since, seeing that"
"quoque"	"qu"	"PACK"	"(w/-que) each, each one"
"quorum"	"qui, quae, quod"	"PRON"	"who"
"quos"	"qui, quae, quod"	"PRON"	"who"
"quotquot"	"quotquot"	"NUM"	"however many"
"quousque"	"quousque"	"ADV"	"until what time?  till when?  how long?"
"rabbi"	"rabbi, undeclined"	"N"	"rabbi"
"rabbuni"	"rabbuni"	"N"	"rabbouni, master"
"ramos"	"ramus, rami"	"N"	"branch, bough"
"rapere"	"rapio, rapere, rapui, raptus"	"V"	"drag off"
"raperent"	"rapio, rapere, rapui, raptus"	"V"	"drag off"
"rapiet"	"rapio, rapere, rapui, raptus"	"V"	"drag off"
"rapit"	"rapio, rapere, rapui, raptus"	"V"	"drag off"
"receperunt"	"recipio, recipere, recepi, receptus"	"V"	"keep back"
"recordati"	"recordor, recordari, recordatus sum"	"V"	"think over"
"recubuisset"	"recubo, recubare, recubui, recubitus"	"V"	"lie down/back, recline, lie on the back"
"recubuit"	"recubo, recubare, recubui, recubitus"	"V"	"lie down/back, recline, lie on the back"
"recumbens"	"recumbo, recumbere, recubui, -"	"V"	"recline, lie at ease, sink/lie/settle back/down"
"recumberet"	"recumbo, recumbere, recubui, -"	"V"	"recline, lie at ease, sink/lie/settle back/down"
"regem"	"rex, regis"	"N"	"king"
"regione"	"regio, regionis"	"N"	"area, region"
"regionem"	"regio, regionis"	"N"	"area, region"
"regiones"	"regio, regionis"	"N"	"area, region"
"regius"	"regius, regia, regium"	"ADJ"	"royal, of a king, regal"
"regnum"	"regnum, regni"	"N"	"royal power"
"relinquam"	"relinquo, relinquere, reliqui, relictus"	"V"	"leave behind, abandon"
"relinquatis"	"relinquo, relinquere, reliqui, relictus"	"V"	"leave behind, abandon"
"relinquo"	"relinquo, relinquere, reliqui, relictus"	"V"	"leave behind, abandon"
"reliquit"	"relinquo, relinquere, reliqui, relictus"	"V"	"leave behind, abandon"
"remanerent"	"remaneo, remanere, remansi, remansus"	"V"	"stay behind"
"remansit"	"remaneo, remanere, remansi, remansus"	"V"	"stay behind"
"remigassent"	"remigo, remigare, remigavi, remigatus"	"V"	"row, use oars"
"reminiscamini"	"reminiscor, reminisci, -"	"V"	"call to mind, recollect"
"remiseritis"	"remitto, remittere, remisi, remissus"	"V"	"send back, remit"
"remissa"	"remissus, remissa -um, remissior -or -us, remississimus -a -um"	"ADJ"	"relaxed/slack/sagging"
"respiciens"	"respicio, respicere, respexi, respectus"	"V"	"look back at"
"responderunt"	"respondeo, respondere, respondi, responsus"	"V"	"answer"
"respondes"	"respondeo, respondere, respondi, responsus"	"V"	"answer"
"respondet"	"respondeo, respondere, respondi, responsus"	"V"	"answer"
"respondit"	"respondeo, respondere, respondi, responsus"	"V"	"answer"
"responsum"	"respondeo, respondere, respondi, responsus"	"V"	"answer"
"resurgere"	"resurgo, resurgere, resurrexi, resurrectus"	"V"	"rise/appear again"
"resurget"	"resurgo, resurgere, resurrexi, resurrectus"	"V"	"rise/appear again"
"resurrectio"	"resurrectio, resurrectionis"	"N"	"resurrection, rising again"
"resurrectione"	"resurrectio, resurrectionis"	"N"	"resurrection, rising again"
"resurrectionem"	"resurrectio, resurrectionis"	"N"	"resurrection, rising again"
"resurrexisset"	"resurgo, resurgere, resurrexi, resurrectus"	"V"	"rise/appear again"
"resuscitabo"	"resuscito, resuscitare, resuscitavi, resuscitatus"	"V"	"rouse again, reawaken"
"resuscitem"	"resuscito, resuscitare, resuscitavi, resuscitatus"	"V"	"rouse again, reawaken"
"rete"	"rete, retis"	"N"	"net, snare"
"retenta"	"retineo, retinere, retinui, retentus"	"V"	"hold back, restrain"
"retinueritis"	"retineo, retinere, retinui, retentus"	"V"	"hold back, restrain"
"retro"	"retro"	"ADV"	"backwards, back, to the rear"
"retrorsum"	"retrorsum"	"ADV"	"back, backwards"
"revelatum"	"revelo, revelare, revelavi, revelatus"	"V"	"show"
"reversi"	"revertor, reverti, reversus sum"	"V"	"turn back, go back, return"
"rex"	"rex, regis"	"N"	"king"
"rogabant"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogabat"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogabitis"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogabo"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogaverunt"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogavit"	"rogo, rogare, rogavi, rogatus"	"V"	"ask, ask for"
"rogo"	"rogus, rogi"	"N"	"funeral pyre"
"romani"	"romanus, romana, romanum"	"ADJ"	"Roman"
"rursum"	"rursum"	"ADV"	"turned back, backward"
"sabbati"	"sabbatum, sabbati"	"N"	"Sabbath (usu. pl.)"
"sabbato"	"sabbatum, sabbati"	"N"	"Sabbath (usu. pl.)"
"sabbatorum"	"sabbatum, sabbati"	"N"	"Sabbath (usu. pl.)"
"sabbatum"	"sabbatum, sabbati"	"N"	"Sabbath (usu. pl.)"
"sacerdotes"	"sacerdos, sacerdotis"	"N"	"priest, priestess"
"sacerdotum"	"sacerdos, sacerdotis"	"N"	"priest, priestess"
"saeculo"	"saeculum, saeculi"	"N"	"age"
"salientis"	"salio, salire, salivi, saltus"	"V"	"leap, jump"
"salim"	"Salim"	"N"	"Salim, an uncertain site in the upper Jordan valley or in Samaria"
"salomonis"	"Salomon, Salomonis"	"N"	"David"
"salus"	"salus, salutis"	"N"	"health"
"salvabitur"	"salvo, salvare, salvavi, salvatus"	"V"	"save"
"salvator"	"salvo, salvare, salvavi, salvatus"	"V"	"save"
"salvetur"	"salvo, salvare, salvavi, salvatus"	"V"	"save"
"salvi"	"salvus, salva, salvum"	"ADJ"	"well, unharmed, sound"
"salvifica"	"salvifico, salvificare, salvificavi, salvificatus"	"V"	"save, deliver"
"salvificem"	"salvifico, salvificare, salvificavi, salvificatus"	"V"	"save, deliver"
"salvus"	"salvus, salva, salvum"	"ADJ"	"well, unharmed, sound"
"samaria"	"Samaria, Samariae"	"N"	"Samaria"
"samariae"	"Samaria, Samariae"	"N"	"Samaria"
"samariam"	"Samaria, Samariae"	"N"	"Samaria"
"samaritana"	"Samaritanus, Samaritana, Samaritanum"	"ADJ"	"Samaritan, of/pertaining to Samaria"
"samaritani"	"Samaritanus, Samaritana, Samaritanum"	"ADJ"	"Samaritan, of/pertaining to Samaria"
"samaritanis"	"Samaritanus, Samaritana, Samaritanum"	"ADJ"	"Samaritan, of/pertaining to Samaria"
"samaritanorum"	"Samaritanus, Samaritana, Samaritanum"	"ADJ"	"Samaritan, of/pertaining to Samaria"
"samaritanus"	"Samaritanus, Samaritana, Samaritanum"	"ADJ"	"Samaritan, of/pertaining to Samaria"
"sanaret"	"sano, sanare, sanavi, sanatus"	"V"	"cure, heal"
"sanatus"	"sano, sanare, sanavi, sanatus"	"V"	"cure, heal"
"sancte"	"sancio, sancire, sanxi, sanctus"	"V"	"confirm, ratify"
"sanctifica"	"sanctifico, sanctificare, sanctificavi, sanctificatus"	"V"	"sanctify, treat as holy"
"sanctificarent"	"sanctifico, sanctificare, sanctificavi, sanctificatus"	"V"	"sanctify, treat as holy"
"sanctificati"	"sanctifico, sanctificare, sanctificavi, sanctificatus"	"V"	"sanctify, treat as holy"
"sanctificavit"	"sanctifico, sanctificare, sanctificavi, sanctificatus"	"V"	"sanctify, treat as holy"
"sanctifico"	"sanctifico, sanctificare, sanctificavi, sanctificatus"	"V"	"sanctify, treat as holy"
"sancto"	"sancio, sancire, sanxi, sanctus"	"V"	"confirm, ratify"
"sanctum"	"sancio, sancire, sanxi, sanctus"	"V"	"confirm, ratify"
"sanctus"	"sancio, sancire, sanxi, sanctus"	"V"	"confirm, ratify"
"sanem"	"sano, sanare, sanavi, sanatus"	"V"	"cure, heal"
"sanguinem"	"sanguis, sanguinis"	"N"	"blood"
"sanguinibus"	"sanguis, sanguinis"	"N"	"blood"
"sanguis"	"sanguis, sanguinis"	"N"	"blood"
"sanum"	"sanus, sana, sanum"	"ADJ"	"sound"
"sanus"	"sanus, sana, sanum"	"ADJ"	"sound"
"satanas"	"Satanas, Satanae"	"N"	"Satan, the Devil"
"saturati"	"saturo, saturare, saturavi, saturatus"	"V"	"fill to repletion, sate, satisfy"
"scandalizat"	"scandalizo, scandalizare, scandalizavi, scandalizatus"	"V"	"tempt to evil"
"scandalizemini"	"scandalizo, scandalizare, scandalizavi, scandalizatus"	"V"	"tempt to evil"
"scenopegia"	"scenopegia, scenopegiae"	"N"	"Jewish Feast of Tabernacles"
"schisma"	"schisma, schismatis"	"N"	"schism/split/deep divide"
"sciatis"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciebam"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciebant"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciebat"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciens"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scientes"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scies"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scimus"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scindamus"	"scindo, scindere, scidi, scissus"	"V"	"tear, split, divide"
"scio"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scire"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scires"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciretis"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scis"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scissum"	"scindo, scindere, scidi, scissus"	"V"	"tear, split, divide"
"scit"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scitis"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scitote"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"sciunt"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scivit"	"scio, scire, scivi, scitus"	"V"	"know, understand"
"scribae"	"scriba, scribae"	"N"	"scribe, clerk"
"scribantur"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scribebat"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scribendi"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scribere"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripsi"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripsit"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripta"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scriptum"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scriptura"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripturae"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripturam"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scripturas"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scriptus"	"scribo, scribere, scripsi, scriptus"	"V"	"write"
"scrutamini"	"scrutor, scrutari, scrutatus sum"	"V"	"search/probe/examine carefully/thoroughly"
"scrutare"	"scrutor, scrutari, scrutatus sum"	"V"	"search/probe/examine carefully/thoroughly"
"se"	"sui, sibi, se"	"PRON"	"him/her/it/ones-self"
"secessit"	"secedo, secedere, secessi, secessus"	"V"	"withdraw"
"secundo"	"duo -ae o, secundus -a -um, bini -ae -a, bis"	"NUM"	" 2th - (ORD, 'in series')"
"secundum"	"duo -ae o, secundus -a -um, bini -ae -a, bis"	"NUM"	" 2th - (ORD, 'in series')"
"secuti"	"secor, seci, secutus sum"	"V"	"follow"
"sed"	"sed"	"CONJ"	"but, but also"
"sedebat"	"sedeo, sedere, sedi, sessus"	"V"	"sit, remain"
"sedens"	"sedeo, sedere, sedi, sessus"	"V"	"sit, remain"
"sedentes"	"sedeo, sedere, sedi, sessus"	"V"	"sit, remain"
"sedit"	"sedeo, sedere, sedi, sessus"	"V"	"sit, remain"
"seducit"	"seduco, seducere, seduxi, seductus"	"V"	"lead away, lead apart"
"seducti"	"seduco, seducere, seduxi, seductus"	"V"	"lead away, lead apart"
"seipsos"	"seipse, seipsa, seipsum"	"PRON"	"he himself, she herself, it itself"
"seipsum"	"seipse, seipsa, seipsum"	"PRON"	"he himself, she herself, it itself"
"semen"	"semen, seminis"	"N"	"seed"
"semetipsis"	"semetipse, semetipsa, semetipsum"	"PRON"	"he himself, she herself, it itself"
"semetipso"	"semetipse, semetipsa, semetipsum"	"PRON"	"he himself, she herself, it itself"
"semetipsos"	"semetipse, semetipsa, semetipsum"	"PRON"	"he himself, she herself, it itself"
"semetipsum"	"semetipse, semetipsa, semetipsum"	"PRON"	"he himself, she herself, it itself"
"seminat"	"semino, seminare, seminavi, seminatus"	"V"	"plant, sow"
"semine"	"semen, seminis"	"N"	"seed"
"semper"	"semper"	"ADV"	"always"
"senex"	"senex, senis (gen.), senior -or -us, -"	"ADJ"	"aged, old"
"senioribus"	"senex, senis (gen.), senior -or -us, -"	"ADJ"	"aged, old"
"senueris"	"senesco, senescere, senui, -"	"V"	"grow old"
"separatim"	"separatim"	"ADV"	"apart, separately"
"sepelire"	"sepelio, sepelire, sepelivi, sepultus"	"V"	"bury/inter"
"septima"	"septem, septimus -a -um, septeni -ae -a, septie(n)s"	"NUM"	" 7th - (ORD, 'in series')"
"sepulturae"	"sepelio, sepelire, sepelivi, sepultus"	"V"	"bury/inter"
"sequatur"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequebatur"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequens"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequentem"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequentes"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequentur"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequere"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequeris"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequi"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequitur"	"sequor, sequi, secutus sum"	"V"	"follow"
"sequuntur"	"sequor, sequi, secutus sum"	"V"	"follow"
"sermo"	"sermo, sermonis"	"N"	"conversation, discussion"
"sermone"	"sermo, sermonis"	"N"	"conversation, discussion"
"sermonem"	"sermo, sermonis"	"N"	"conversation, discussion"
"sermones"	"sermo, sermonis"	"N"	"conversation, discussion"
"sermoni"	"sermo, sermonis"	"N"	"conversation, discussion"
"sermonis"	"sermo, sermonis"	"N"	"conversation, discussion"
"sero"	"serus, sera -um, serior -or -us, serissimus -a -um"	"ADJ"	"late"
"serpentem"	"serpens, serpentis"	"N"	"serpent, snake"
"serva"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servabam"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servabit"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servabitis"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servabunt"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servasti"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servat"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servaverit"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servaveritis"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servaverunt"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servavi"	"servo, servare, servavi, servatus"	"V"	"watch over"
"serves"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servet"	"servo, servare, servavi, servatus"	"V"	"watch over"
"servi"	"servus, servi"	"N"	"slave"
"servis"	"servus, servi"	"N"	"slave"
"servivimus"	"servio, servire, servivi, servitus"	"V"	"serve"
"servo"	"servus, servi"	"N"	"slave"
"servos"	"servus, servi"	"N"	"slave"
"servum"	"servus, servi"	"N"	"slave"
"servus"	"servus, servi"	"N"	"slave"
"sex"	"sex, sextus -a -um, seni -ae -a, sexie(n)s"	"NUM"	" 6 - (CARD answers 'how many')"
"sexta"	"sex, sextus -a -um, seni -ae -a, sexie(n)s"	"NUM"	" 6th - (ORD, 'in series')"
"si"	"si"	"CONJ"	"if, if only"
"sibi"	"sui, sibi, se"	"PRON"	"him/her/it/ones-self"
"sic"	"sic"	"ADV"	"thus, so"
"sichar"	"Sichar"	"N"	"Sychar or Shechem, a Canaanite city"
"sicut"	"sicut"	"ADV"	"as, just as"
"signa"	"signum, signi"	"N"	"battle standard"
"signavit"	"signo, signare, signavi, signatus"	"V"	"mark, stamp, designate, sign"
"significans"	"significo, significare, significavi, significatus"	"V"	"signify, indicate, show"
"signorum"	"signum, signi"	"N"	"battle standard"
"signum"	"signum, signi"	"N"	"battle standard"
"silentio"	"silentium, silenti(i)"	"N"	"silence"
"siloae"	"Siloa, Siloae"	"N"	"Siloam, an ancient site in Jerusalem"
"siloam"	"Siloa, Siloae"	"N"	"Siloam, an ancient site in Jerusalem"
"sim"	"sum, esse, fui, futurus"	"V"	"be"
"similis"	"similis, simile, similior -or -us, simillimus -a -um"	"ADJ"	"like, similar, resembling"
"similiter"	"similiter"	"ADV"	"similarly"
"simon"	"Simon, Simonis"	"N"	"Simon"
"simonem"	"Simon, Simonis"	"N"	"Simon"
"simoni"	"Simon, Simonis"	"N"	"Simon"
"simonis"	"Simon, Simonis"	"N"	"Simon"
"simul"	"simul"	"ADV"	"at same time"
"sine"	"sinus, sini"	"N"	"bowl for serving wine, etc"
"singula"	"singulus, singula, singulum"	"ADJ"	"apiece (pl.)"
"singulae"	"singulus, singula, singulum"	"ADJ"	"apiece (pl.)"
"sinite"	"sino, sinere, sivi, situs"	"V"	"allow, permit"
"sint"	"sum, esse, fui, futurus"	"V"	"be"
"sinu"	"sinus, sinus"	"N"	"curved or bent surface"
"sinum"	"sinus, sini"	"N"	"bowl for serving wine, etc"
"sion"	"Sion"	"N"	"Zion, a place name often used as a synonym for Jerusalem"
"sis"	"sum, esse, fui, futurus"	"V"	"be"
"sit"	"sum, esse, fui, futurus"	"V"	"be"
"sitiam"	"sitio, sitire, sitivi, -"	"V"	"be thirsty"
"sitiet"	"sitio, sitire, sitivi, -"	"V"	"be thirsty"
"sitio"	"sitio, sitire, sitivi, -"	"V"	"be thirsty"
"sitis"	"sino, sinere, sivi, situs"	"V"	"allow, permit"
"sitit"	"sitio, sitire, sitivi, -"	"V"	"be thirsty"
"socer"	"socer, soceri"	"N"	"father in law"
"soli"	"sol, solis"	"N"	"sun"
"solo"	"solus, sola, solum (gen -ius)"	"ADJ"	"only, single"
"solum"	"sol, solis"	"N"	"sun"
"solus"	"solus, sola, solum (gen -ius)"	"ADJ"	"only, single"
"solvam"	"solvo, solvere, solvi, solutus"	"V"	"loosen, release, unbind, untie, free"
"solvatur"	"solvo, solvere, solvi, solutus"	"V"	"loosen, release, unbind, untie, free"
"solvebat"	"solvo, solvere, solvi, solutus"	"V"	"loosen, release, unbind, untie, free"
"solvi"	"solvo, solvere, solvi, solutus"	"V"	"loosen, release, unbind, untie, free"
"solvite"	"solvo, solvere, solvi, solutus"	"V"	"loosen, release, unbind, untie, free"
"somni"	"somnus, somni"	"N"	"sleep"
"somno"	"somnus, somni"	"N"	"sleep"
"soror"	"soror, sororis"	"N"	"sister"
"sororem"	"soror, sororis"	"N"	"sister"
"sorores"	"soror, sororis"	"N"	"sister"
"sororis"	"soror, sororis"	"N"	"sister"
"sortem"	"sors, sortis"	"N"	"lot, fate"
"sortiamur"	"sortior, sortiri, sortitus sum"	"V"	"cast or draw lots"
"speciem"	"species, speciei"	"N"	"sight, appearance, show"
"spelunca"	"spelunca, speluncae"	"N"	"cave"
"speratis"	"spero, sperare, speravi, speratus"	"V"	"hope for"
"spernit"	"sperno, spernere, sprevi, spretus"	"V"	"scorn, despise, spurn"
"spineam"	"spineus, spinea, spineum"	"ADJ"	"thorny, covered with thorns"
"spinis"	"spina, spinae"	"N"	"thorn/spine/prickle (plant/animal)"
"spirat"	"spiro, spirare, spiravi, spiratus"	"V"	"breathe"
"spiritu"	"spiritus, spiritus"	"N"	"breath, breathing, air, soul, life"
"spiritum"	"spiritus, spiritus"	"N"	"breath, breathing, air, soul, life"
"spiritus"	"spiritus, spiritus"	"N"	"breath, breathing, air, soul, life"
"spongiam"	"spongia, spongiae"	"N"	"sponge"
"sponsam"	"spondeo, spondere, spepondi, sponsus"	"V"	"promise, give pledge/undertaking/surety"
"sponsi"	"spondeo, spondere, spepondi, sponsus"	"V"	"promise, give pledge/undertaking/surety"
"sponsum"	"spondeo, spondere, spepondi, sponsus"	"V"	"promise, give pledge/undertaking/surety"
"sponsus"	"spondeo, spondere, spepondi, sponsus"	"V"	"promise, give pledge/undertaking/surety"
"sputo"	"spuo, spuere, spui, sputus"	"V"	"spit, spit out"
"stabant"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"stabat"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"stadia"	"stadium, stadi(i)"	"N"	"stade, Greek measure of distance, (~607 feet, nearly furlong)"
"stadiis"	"stadium, stadi(i)"	"N"	"stade, Greek measure of distance, (~607 feet, nearly furlong)"
"stans"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"stantem"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"stantes"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"stat"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"statim"	"statim"	"ADV"	"at once, immediately"
"statuerunt"	"statuo, statuere, statui, statutus"	"V"	"set up, establish, set, place, build"
"stetit"	"sto, stare, steti, status"	"V"	"stand, stand still, stand firm"
"sua"	"suum, sui"	"N"	"his property (pl.)"
"suae"	"suus, sua, suum"	"ADJ"	"his/one's (own), her (own), hers, its (own)"
"suam"	"suus, sua, suum"	"ADJ"	"his/one's (own), her (own), hers, its (own)"
"sub"	"sub"	"PREP"	"under, beneath, behind, at the foot of (rest)"
"subiit"	"subeo, subire, subivi(ii), subitus"	"V"	"go/move/pass/sink/extend underneath/into"
"sublatum"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"sublevasset"	"sublevo, sublevare, sublevavi, sublevatus"	"V"	"lift up, raise"
"sublevatis"	"sublevo, sublevare, sublevavi, sublevatus"	"V"	"lift up, raise"
"subvertit"	"subverto, subvertere, subverti, subversus"	"V"	"overturn, cause to topple"
"succinxit"	"succingo, succingere, succinxi, succinctus"	"V"	"gather up with a belt or girdle"
"sudario"	"sudarium, sudari(i)"	"N"	"handkerchief, napkin"
"sudarium"	"sudarium, sudari(i)"	"N"	"handkerchief, napkin"
"sufficit"	"sufficio, sufficere, suffeci, suffectus"	"V"	"be sufficient, suffice"
"sufficiunt"	"sufficio, sufficere, suffeci, suffectus"	"V"	"be sufficient, suffice"
"suggeret"	"suggero, suggerere, suggessi, suggestus"	"V"	"suggest, furnish"
"sui"	"sui, sibi, se"	"PRON"	"him/her/it/ones-self"
"suis"	"suus, sui"	"N"	"his men (pl.), his friends"
"sum"	"sum, esse, fui, futurus"	"V"	"be"
"sumam"	"sumo, sumere, sumpsi, sumptus"	"V"	"take up"
"sumendi"	"sumo, sumere, sumpsi, sumptus"	"V"	"take up"
"summum"	"summa, summae"	"N"	"sum"
"sumus"	"sum, esse, fui, futurus"	"V"	"be"
"sunt"	"sum, esse, fui, futurus"	"V"	"be"
"suo"	"suus, sui"	"N"	"his men (pl.), his friends"
"suorum"	"suus, sui"	"N"	"his men (pl.), his friends"
"suos"	"suus, sui"	"N"	"his men (pl.), his friends"
"super"	"super"	"ADV"	"above, on top, over"
"superaverunt"	"supero, superare, superavi, superatus"	"V"	"overcome, conquer"
"superfuerunt"	"supersum, superesse, superfui, superfuturus"	"V"	"be left over"
"supernis"	"supernus, superna, supernum"	"ADJ"	"heavenly"
"superpositum"	"superpono, superponere, superposui, superpositus"	"V"	"place over or on top"
"superpositus"	"superpono, superponere, superposui, superpositus"	"V"	"place over or on top"
"supervenerunt"	"supervenio, supervenire, superveni, superventus"	"V"	"come up, arrive"
"supra"	"supra"	"PREP"	"above, beyond"
"surge"	"surgo, surgere, surrexi, surrectus"	"V"	"rise, lift"
"surgit"	"surgo, surgere, surrexi, surrectus"	"V"	"rise, lift"
"surgite"	"surgo, surgere, surrexi, surrectus"	"V"	"rise, lift"
"surrexit"	"surgo, surgere, surrexi, surrectus"	"V"	"rise, lift"
"sursum"	"sursum"	"ADV"	"up, on high"
"susceperunt"	"suscipio, suscipere, suscepi, susceptus"	"V"	"undertake"
"suscitat"	"suscito, suscitare, suscitavi, suscitatus"	"V"	"encourage, stir up"
"suscitavit"	"suscito, suscitare, suscitavi, suscitatus"	"V"	"encourage, stir up"
"sustulerunt"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"sustulisti"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"sustulit"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"suum"	"suus, sui"	"N"	"his men (pl.), his friends"
"synagoga"	"synagoga, synagogae"	"N"	"synagogue"
"synagogam"	"synagoga, synagogae"	"N"	"synagogue"
"synagogis"	"synagoga, synagogae"	"N"	"synagogue"
"tales"	"talis, talis, tale"	"ADJ"	"such"
"tamen"	"tamen"	"ADV"	"yet, nevertheless, still"
"tanta"	"tantus, tanta, tantum"	"ADJ"	"of such size"
"tanti"	"tantus, tanta, tantum"	"ADJ"	"of such size"
"tanto"	"tantus, tanta, tantum"	"ADJ"	"of such size"
"tantos"	"tantus, tanta, tantum"	"ADJ"	"of such size"
"tantum"	"tantus, tanta, tantum"	"ADJ"	"of such size"
"te"	"tu, tui"	"PRON"	"you (sing.)"
"temet"	"tumet, tuimet"	"PRON"	"yourself (sing.)"
"templo"	"templum, templi"	"N"	"temple, church"
"templum"	"templum, templi"	"N"	"temple, church"
"tempore"	"tempus, temporis"	"N"	"time, condition, right time"
"tempus"	"tempus, temporis"	"N"	"time, condition, right time"
"tenebrae"	"tenebra, tenebrae"	"N"	"darkness (pl.), obscurity"
"tenebras"	"tenebra, tenebrae"	"N"	"darkness (pl.), obscurity"
"tenebris"	"tenebra, tenebrae"	"N"	"darkness (pl.), obscurity"
"tenere"	"teneo, tenere, tenui, tentus"	"V"	"hold, keep"
"tentans"	"tento, tentare, tentavi, tentatus"	"V"	"handle, feel"
"tentantes"	"tento, tentare, tentavi, tentatus"	"V"	"handle, feel"
